case,window,z_m,variable,value,location,units
factor1,penultimate_hour,218.75,u_mean,8.623561382293701,Center,m s^-1
factor1,penultimate_hour,231.25,u_mean,8.27833366394043,Center,m s^-1
factor1,penultimate_hour,243.75,u_mean,8.06735372543335,Center,m s^-1
factor1,penultimate_hour,256.25,u_mean,7.993530511856079,Center,m s^-1
factor1,penultimate_hour,268.75,u_mean,7.982906103134155,Center,m s^-1
factor1,penultimate_hour,281.25,u_mean,7.98756217956543,Center,m s^-1
factor1,penultimate_hour,293.75,u_mean,7.991530656814575,Center,m s^-1
factor1,penultimate_hour,306.25,u_mean,7.992201805114746,Center,m s^-1
factor1,penultimate_hour,318.75,u_mean,7.989542484283447,Center,m s^-1
factor1,penultimate_hour,331.25,u_mean,7.984400033950806,Center,m s^-1
factor1,penultimate_hour,343.75,u_mean,7.979220151901245,Center,m s^-1
factor1,penultimate_hour,356.25,u_mean,7.978921413421631,Center,m s^-1
factor1,penultimate_hour,368.75,u_mean,7.984270334243774,Center,m s^-1
factor1,penultimate_hour,381.25,u_mean,7.991635084152222,Center,m s^-1
factor1,penultimate_hour,393.75,u_mean,7.998558044433594,Center,m s^-1
factor1,penultimate_hour,6.25,u_variance,0.08064121007919312,Center,m^2 s^-2
factor1,penultimate_hour,18.75,u_variance,0.1882462352514267,Center,m^2 s^-2
factor1,penultimate_hour,31.25,u_variance,0.29533031582832336,Center,m^2 s^-2
factor1,penultimate_hour,43.75,u_variance,0.31750155985355377,Center,m^2 s^-2
factor1,penultimate_hour,56.25,u_variance,0.31478507816791534,Center,m^2 s^-2
factor1,penultimate_hour,68.75,u_variance,0.2801225930452347,Center,m^2 s^-2
factor1,penultimate_hour,81.25,u_variance,0.2550055608153343,Center,m^2 s^-2
factor1,penultimate_hour,93.75,u_variance,0.22213421016931534,Center,m^2 s^-2
factor1,penultimate_hour,106.25,u_variance,0.19255832582712173,Center,m^2 s^-2
factor1,penultimate_hour,118.75,u_variance,0.17802976816892624,Center,m^2 s^-2
factor1,penultimate_hour,131.25,u_variance,0.1637866422533989,Center,m^2 s^-2
factor1,penultimate_hour,143.75,u_variance,0.1382458433508873,Center,m^2 s^-2
factor1,penultimate_hour,156.25,u_variance,0.10472187399864197,Center,m^2 s^-2
factor1,penultimate_hour,168.75,u_variance,0.06755567714571953,Center,m^2 s^-2
factor1,penultimate_hour,181.25,u_variance,0.034488472156226635,Center,m^2 s^-2
factor1,penultimate_hour,193.75,u_variance,0.014972100500017405,Center,m^2 s^-2
factor1,penultimate_hour,206.25,u_variance,0.013207459822297096,Center,m^2 s^-2
factor1,penultimate_hour,218.75,u_variance,0.01494439272210002,Center,m^2 s^-2
factor1,penultimate_hour,231.25,u_variance,0.010974580189213157,Center,m^2 s^-2
factor1,penultimate_hour,243.75,u_variance,0.005662193289026618,Center,m^2 s^-2
factor1,penultimate_hour,256.25,u_variance,0.0036151265958324075,Center,m^2 s^-2
factor1,penultimate_hour,268.75,u_variance,0.0030635694274678826,Center,m^2 s^-2
factor1,penultimate_hour,281.25,u_variance,0.0029578617541119456,Center,m^2 s^-2
factor1,penultimate_hour,293.75,u_variance,0.0023775071022100747,Center,m^2 s^-2
factor1,penultimate_hour,306.25,u_variance,0.0022183077526278794,Center,m^2 s^-2
factor1,penultimate_hour,318.75,u_variance,0.0024803884443826973,Center,m^2 s^-2
factor1,penultimate_hour,331.25,u_variance,0.00222940620733425,Center,m^2 s^-2
factor1,penultimate_hour,343.75,u_variance,0.0019917053286917508,Center,m^2 s^-2
factor1,penultimate_hour,356.25,u_variance,0.0020033824257552624,Center,m^2 s^-2
factor1,penultimate_hour,368.75,u_variance,0.0020313409040682018,Center,m^2 s^-2
factor1,penultimate_hour,381.25,u_variance,0.002225432312116027,Center,m^2 s^-2
factor1,penultimate_hour,393.75,u_variance,0.0024662563228048384,Center,m^2 s^-2
factor1,penultimate_hour,6.25,v_mean,1.891489565372467,Center,m s^-1
factor1,penultimate_hour,18.75,v_mean,2.251384735107422,Center,m s^-1
factor1,penultimate_hour,31.25,v_mean,2.653413414955139,Center,m s^-1
factor1,penultimate_hour,43.75,v_mean,2.8886009454727173,Center,m s^-1
factor1,penultimate_hour,56.25,v_mean,3.0572763681411743,Center,m s^-1
factor1,penultimate_hour,68.75,v_mean,3.2081586122512817,Center,m s^-1
factor1,penultimate_hour,81.25,v_mean,3.3250603675842285,Center,m s^-1
factor1,penultimate_hour,93.75,v_mean,3.3706870079040527,Center,m s^-1
factor1,penultimate_hour,106.25,v_mean,3.359386444091797,Center,m s^-1
factor1,penultimate_hour,118.75,v_mean,3.3065285682678223,Center,m s^-1
factor1,penultimate_hour,131.25,v_mean,3.1949596405029297,Center,m s^-1
factor1,penultimate_hour,143.75,v_mean,3.015486240386963,Center,m s^-1
factor1,penultimate_hour,156.25,v_mean,2.764476776123047,Center,m s^-1
factor1,penultimate_hour,168.75,v_mean,2.4058573246002197,Center,m s^-1
factor1,penultimate_hour,181.25,v_mean,1.9235593676567078,Center,m s^-1
factor1,penultimate_hour,193.75,v_mean,1.3524989485740662,Center,m s^-1
factor1,penultimate_hour,206.25,v_mean,0.7752674221992493,Center,m s^-1
factor1,penultimate_hour,218.75,v_mean,0.3267647475004196,Center,m s^-1
factor1,penultimate_hour,231.25,v_mean,0.09414954856038094,Center,m s^-1
factor1,penultimate_hour,243.75,v_mean,0.02510659210383892,Center,m s^-1
factor1,penultimate_hour,256.25,v_mean,0.012709151487797499,Center,m s^-1
factor1,penultimate_hour,268.75,v_mean,0.011034488677978516,Center,m s^-1
factor1,penultimate_hour,281.25,v_mean,0.010993486735969782,Center,m s^-1
factor1,penultimate_hour,293.75,v_mean,0.013288366608321667,Center,m s^-1
factor1,penultimate_hour,306.25,v_mean,0.021756582893431187,Center,m s^-1
factor1,penultimate_hour,318.75,v_mean,0.035699447616934776,Center,m s^-1
factor1,penultimate_hour,331.25,v_mean,0.04823002405464649,Center,m s^-1
factor1,penultimate_hour,343.75,v_mean,0.05368209257721901,Center,m s^-1
factor1,penultimate_hour,356.25,v_mean,0.05049533769488335,Center,m s^-1
factor1,penultimate_hour,368.75,v_mean,0.04144124500453472,Center,m s^-1
factor1,penultimate_hour,381.25,v_mean,0.02967396005988121,Center,m s^-1
factor1,penultimate_hour,393.75,v_mean,0.011363405734300613,Center,m s^-1
factor1,penultimate_hour,6.25,v_variance,0.0600073616951704,Center,m^2 s^-2
factor1,penultimate_hour,18.75,v_variance,0.12304790690541267,Center,m^2 s^-2
factor1,penultimate_hour,31.25,v_variance,0.18049611151218414,Center,m^2 s^-2
factor1,penultimate_hour,43.75,v_variance,0.18845093995332718,Center,m^2 s^-2
factor1,penultimate_hour,56.25,v_variance,0.1728154420852661,Center,m^2 s^-2
factor1,penultimate_hour,68.75,v_variance,0.14950235933065414,Center,m^2 s^-2
factor1,penultimate_hour,81.25,v_variance,0.12430192157626152,Center,m^2 s^-2
factor1,penultimate_hour,93.75,v_variance,0.11196772754192352,Center,m^2 s^-2
factor1,penultimate_hour,106.25,v_variance,0.10382074117660522,Center,m^2 s^-2
factor1,penultimate_hour,118.75,v_variance,0.09639405086636543,Center,m^2 s^-2
factor1,penultimate_hour,131.25,v_variance,0.08547787368297577,Center,m^2 s^-2
factor1,penultimate_hour,143.75,v_variance,0.0764656513929367,Center,m^2 s^-2
factor1,penultimate_hour,156.25,v_variance,0.06894409470260143,Center,m^2 s^-2
factor1,penultimate_hour,168.75,v_variance,0.06870724447071552,Center,m^2 s^-2
factor1,penultimate_hour,181.25,v_variance,0.06700298562645912,Center,m^2 s^-2
factor1,penultimate_hour,193.75,v_variance,0.05581166595220566,Center,m^2 s^-2
factor1,penultimate_hour,206.25,v_variance,0.03194486070424318,Center,m^2 s^-2
factor1,penultimate_hour,218.75,v_variance,0.01053323782980442,Center,m^2 s^-2
factor1,penultimate_hour,231.25,v_variance,0.0023865863913670182,Center,m^2 s^-2
factor1,penultimate_hour,243.75,v_variance,0.0010984270193148404,Center,m^2 s^-2
factor1,penultimate_hour,256.25,v_variance,0.0008130785427056253,Center,m^2 s^-2
factor1,penultimate_hour,268.75,v_variance,0.0005811006267322227,Center,m^2 s^-2
factor1,penultimate_hour,281.25,v_variance,0.00041370882536284626,Center,m^2 s^-2
factor1,penultimate_hour,293.75,v_variance,0.00030328250431921333,Center,m^2 s^-2
factor1,penultimate_hour,306.25,v_variance,0.00025400769663974643,Center,m^2 s^-2
factor1,penultimate_hour,318.75,v_variance,0.0002355854885536246,Center,m^2 s^-2
factor1,penultimate_hour,331.25,v_variance,0.00020648744248319417,Center,m^2 s^-2
factor1,penultimate_hour,343.75,v_variance,0.0001582983968546614,Center,m^2 s^-2
factor1,penultimate_hour,356.25,v_variance,0.00011252555123064667,Center,m^2 s^-2
factor1,penultimate_hour,368.75,v_variance,9.553526615491137e-5,Center,m^2 s^-2
factor1,penultimate_hour,381.25,v_variance,9.954607230611145e-5,Center,m^2 s^-2
factor1,penultimate_hour,393.75,v_variance,9.14790180104319e-5,Center,m^2 s^-2
factor1,penultimate_hour,6.25,w_center_mean,-5.6511129109537706e-11,Center,m s^-1
factor1,penultimate_hour,18.75,w_center_mean,-7.124197054508841e-8,Center,m s^-1
factor1,penultimate_hour,31.25,w_center_mean,-1.4275827453502643e-7,Center,m s^-1
factor1,penultimate_hour,43.75,w_center_mean,-1.4311546436829303e-7,Center,m s^-1
factor1,penultimate_hour,56.25,w_center_mean,-1.4394962022379332e-7,Center,m s^-1
factor1,penultimate_hour,68.75,w_center_mean,-1.448004525173019e-7,Center,m s^-1
factor1,penultimate_hour,81.25,w_center_mean,-1.4570130701940798e-7,Center,m s^-1
factor1,penultimate_hour,93.75,w_center_mean,-1.4745167931096148e-7,Center,m s^-1
factor1,penultimate_hour,106.25,w_center_mean,-1.485864942196713e-7,Center,m s^-1
factor1,penultimate_hour,118.75,w_center_mean,-1.493836947474847e-7,Center,m s^-1
factor1,penultimate_hour,131.25,w_center_mean,-1.507904840991614e-7,Center,m s^-1
factor1,penultimate_hour,143.75,w_center_mean,-1.5338027026245982e-7,Center,m s^-1
factor1,penultimate_hour,156.25,w_center_mean,-1.558202384899232e-7,Center,m s^-1
factor1,penultimate_hour,168.75,w_center_mean,-1.9446510179932375e-7,Center,m s^-1
factor1,penultimate_hour,181.25,w_center_mean,-2.356567634365092e-7,Center,m s^-1
factor1,penultimate_hour,193.75,w_center_mean,-2.426520211429306e-7,Center,m s^-1
factor1,penultimate_hour,206.25,w_center_mean,-2.508030974013309e-7,Center,m s^-1
factor1,penultimate_hour,218.75,w_center_mean,-2.6109998430001724e-7,Center,m s^-1
factor1,penultimate_hour,231.25,w_center_mean,-2.3616321698227694e-7,Center,m s^-1
factor1,penultimate_hour,243.75,w_center_mean,-2.122218916156271e-7,Center,m s^-1
factor1,penultimate_hour,256.25,w_center_mean,-2.2672594468531315e-7,Center,m s^-1
factor1,penultimate_hour,268.75,w_center_mean,-2.425954619411641e-7,Center,m s^-1
factor1,penultimate_hour,281.25,w_center_mean,-2.5961442418065417e-7,Center,m s^-1
factor1,penultimate_hour,293.75,w_center_mean,-2.367589360119382e-7,Center,m s^-1
factor1,penultimate_hour,306.25,w_center_mean,-1.89418777551964e-7,Center,m s^-1
factor1,penultimate_hour,318.75,w_center_mean,-1.7825669118565202e-7,Center,m s^-1
factor1,penultimate_hour,331.25,w_center_mean,-1.8789726397017148e-7,Center,m s^-1
factor1,penultimate_hour,343.75,w_center_mean,-2.0923929611171843e-7,Center,m s^-1
factor1,penultimate_hour,356.25,w_center_mean,-2.2371286689804037e-7,Center,m s^-1
factor1,penultimate_hour,368.75,w_center_mean,-2.2272244848409173e-7,Center,m s^-1
factor1,penultimate_hour,381.25,w_center_mean,-2.2139542465993145e-7,Center,m s^-1
factor1,penultimate_hour,393.75,w_center_mean,-1.097035031705218e-7,Center,m s^-1
factor1,penultimate_hour,6.25,w_center_third_central_moment,-3.7458157748915255e-5,Center,m^3 s^-3
factor1,penultimate_hour,18.75,w_center_third_central_moment,-0.0006191379070514813,Center,m^3 s^-3
factor1,penultimate_hour,31.25,w_center_third_central_moment,-0.0010195177601417527,Center,m^3 s^-3
factor1,penultimate_hour,43.75,w_center_third_central_moment,-0.0010571306011115666,Center,m^3 s^-3
factor1,penultimate_hour,56.25,w_center_third_central_moment,0.00013249655603431165,Center,m^3 s^-3
factor1,penultimate_hour,68.75,w_center_third_central_moment,0.0014005716075189412,Center,m^3 s^-3
factor1,penultimate_hour,81.25,w_center_third_central_moment,0.001821494020987302,Center,m^3 s^-3
factor1,penultimate_hour,93.75,w_center_third_central_moment,0.002113019465468824,Center,m^3 s^-3
factor1,penultimate_hour,106.25,w_center_third_central_moment,0.0021099054720252752,Center,m^3 s^-3
factor1,penultimate_hour,118.75,w_center_third_central_moment,0.001673211925663054,Center,m^3 s^-3
factor1,penultimate_hour,131.25,w_center_third_central_moment,0.000985392602160573,Center,m^3 s^-3
factor1,penultimate_hour,143.75,w_center_third_central_moment,0.0006576685700565577,Center,m^3 s^-3
factor1,penultimate_hour,156.25,w_center_third_central_moment,0.0002987932675750926,Center,m^3 s^-3
factor1,penultimate_hour,168.75,w_center_third_central_moment,2.210355023635202e-5,Center,m^3 s^-3
factor1,penultimate_hour,181.25,w_center_third_central_moment,-0.00017451484745834023,Center,m^3 s^-3
factor1,penultimate_hour,193.75,w_center_third_central_moment,-0.00029350815748330206,Center,m^3 s^-3
factor1,penultimate_hour,206.25,w_center_third_central_moment,-0.00016937968757702038,Center,m^3 s^-3
factor1,penultimate_hour,218.75,w_center_third_central_moment,-3.478412872937042e-5,Center,m^3 s^-3
factor1,penultimate_hour,231.25,w_center_third_central_moment,1.5756882874029543e-6,Center,m^3 s^-3
factor1,penultimate_hour,243.75,w_center_third_central_moment,2.108819444401888e-6,Center,m^3 s^-3
factor1,penultimate_hour,256.25,w_center_third_central_moment,-1.5078694559633732e-7,Center,m^3 s^-3
factor1,penultimate_hour,268.75,w_center_third_central_moment,-3.7539348340942524e-7,Center,m^3 s^-3
factor1,penultimate_hour,281.25,w_center_third_central_moment,-2.808140379784163e-6,Center,m^3 s^-3
factor1,penultimate_hour,293.75,w_center_third_central_moment,-3.936611392418854e-6,Center,m^3 s^-3
factor1,penultimate_hour,306.25,w_center_third_central_moment,-3.6335097775008762e-6,Center,m^3 s^-3
factor1,penultimate_hour,318.75,w_center_third_central_moment,-3.2194142818298133e-6,Center,m^3 s^-3
factor1,penultimate_hour,331.25,w_center_third_central_moment,-2.3155257622420322e-6,Center,m^3 s^-3
factor1,penultimate_hour,343.75,w_center_third_central_moment,-1.3226678134969916e-6,Center,m^3 s^-3
factor1,penultimate_hour,356.25,w_center_third_central_moment,-1.0935220302599191e-6,Center,m^3 s^-3
factor1,penultimate_hour,368.75,w_center_third_central_moment,-8.338668324725518e-7,Center,m^3 s^-3
factor1,penultimate_hour,381.25,w_center_third_central_moment,-2.6752892168246944e-7,Center,m^3 s^-3
factor1,penultimate_hour,393.75,w_center_third_central_moment,-1.1497735818988275e-8,Center,m^3 s^-3
factor1,penultimate_hour,6.25,w_center_variance,0.002503874944522977,Center,m^2 s^-2
factor1,penultimate_hour,18.75,w_center_variance,0.01966920029371977,Center,m^2 s^-2
factor1,penultimate_hour,31.25,w_center_variance,0.03841882199048996,Center,m^2 s^-2
factor1,penultimate_hour,43.75,w_center_variance,0.04984103888273239,Center,m^2 s^-2
factor1,penultimate_hour,56.25,w_center_variance,0.05382497422397137,Center,m^2 s^-2
factor1,penultimate_hour,68.75,w_center_variance,0.05440901033580303,Center,m^2 s^-2
factor1,penultimate_hour,81.25,w_center_variance,0.053819937631487846,Center,m^2 s^-2
factor1,penultimate_hour,93.75,w_center_variance,0.05150895565748215,Center,m^2 s^-2
factor1,penultimate_hour,106.25,w_center_variance,0.04700160212814808,Center,m^2 s^-2
factor1,penultimate_hour,118.75,w_center_variance,0.041012560948729515,Center,m^2 s^-2
factor1,penultimate_hour,131.25,w_center_variance,0.03544983081519604,Center,m^2 s^-2
factor1,penultimate_hour,143.75,w_center_variance,0.03002051543444395,Center,m^2 s^-2
factor1,penultimate_hour,156.25,w_center_variance,0.02540370263159275,Center,m^2 s^-2
factor1,penultimate_hour,168.75,w_center_variance,0.022253915667533875,Center,m^2 s^-2
factor1,penultimate_hour,181.25,w_center_variance,0.019921532832086086,Center,m^2 s^-2
factor1,penultimate_hour,193.75,w_center_variance,0.01776246028020978,Center,m^2 s^-2
factor1,penultimate_hour,206.25,w_center_variance,0.0152359614148736,Center,m^2 s^-2
factor1,penultimate_hour,218.75,w_center_variance,0.011909001041203737,Center,m^2 s^-2
factor1,penultimate_hour,231.25,w_center_variance,0.008446594467386603,Center,m^2 s^-2
factor1,penultimate_hour,243.75,w_center_variance,0.00594762503169477,Center,m^2 s^-2
factor1,penultimate_hour,256.25,w_center_variance,0.004514745902270079,Center,m^2 s^-2
factor1,penultimate_hour,268.75,w_center_variance,0.0036854465724900365,Center,m^2 s^-2
factor1,penultimate_hour,281.25,w_center_variance,0.003195191500708461,Center,m^2 s^-2
factor1,penultimate_hour,293.75,w_center_variance,0.0028911225963383913,Center,m^2 s^-2
factor1,penultimate_hour,306.25,w_center_variance,0.002594442048575729,Center,m^2 s^-2
factor1,penultimate_hour,318.75,w_center_variance,0.00223547057248652,Center,m^2 s^-2
factor1,penultimate_hour,331.25,w_center_variance,0.0018477808334864676,Center,m^2 s^-2
factor1,penultimate_hour,343.75,w_center_variance,0.0014412533782888204,Center,m^2 s^-2
factor1,penultimate_hour,356.25,w_center_variance,0.0010172368201892823,Center,m^2 s^-2
factor1,penultimate_hour,368.75,w_center_variance,0.0005959280242677778,Center,m^2 s^-2
factor1,penultimate_hour,381.25,w_center_variance,0.00023639725259272382,Center,m^2 s^-2
factor1,penultimate_hour,393.75,w_center_variance,2.7681016035785433e-5,Center,m^2 s^-2
factor1,penultimate_hour,0.0,w_mean,0.0,Face,m s^-1
factor1,penultimate_hour,12.5,w_mean,-1.1302225821907541e-10,Face,m s^-1
factor1,penultimate_hour,25.0,w_mean,-1.4235276779572814e-7,Face,m s^-1
factor1,penultimate_hour,37.5,w_mean,-1.43170503008605e-7,Face,m s^-1
factor1,penultimate_hour,50.0,w_mean,-1.4307098439303445e-7,Face,m s^-1
factor1,penultimate_hour,62.5,w_mean,-1.4481519627906891e-7,Face,m s^-1
factor1,penultimate_hour,75.0,w_mean,-1.44784380040619e-7,Face,m s^-1
factor1,penultimate_hour,87.5,w_mean,-1.466619323764462e-7,Face,m s^-1
factor1,penultimate_hour,100.0,w_mean,-1.4824289706893978e-7,Face,m s^-1
factor1,penultimate_hour,112.5,w_mean,-1.490109511337323e-7,Face,m s^-1
factor1,penultimate_hour,125.0,w_mean,-1.4981912244138584e-7,Face,m s^-1
factor1,penultimate_hour,137.5,w_mean,-1.518338521577789e-7,Face,m s^-1
factor1,penultimate_hour,150.0,w_mean,-1.5497357708227355e-7,Face,m s^-1
factor1,penultimate_hour,162.5,w_mean,-1.56660981076584e-7,Face,m s^-1
factor1,penultimate_hour,175.0,w_mean,-2.3223244483006056e-7,Face,m s^-1
factor1,penultimate_hour,187.5,w_mean,-2.391067184248641e-7,Face,m s^-1
factor1,penultimate_hour,200.0,w_mean,-2.461908934492385e-7,Face,m s^-1
factor1,penultimate_hour,212.5,w_mean,-2.5540134629409295e-7,Face,m s^-1
factor1,penultimate_hour,225.0,w_mean,-2.66783629854217e-7,Face,m s^-1
factor1,penultimate_hour,237.5,w_mean,-2.054944516771684e-7,Face,m s^-1
factor1,penultimate_hour,250.0,w_mean,-2.1897118074321043e-7,Face,m s^-1
factor1,penultimate_hour,262.5,w_mean,-2.344766159012579e-7,Face,m s^-1
factor1,penultimate_hour,275.0,w_mean,-2.5072817777527234e-7,Face,m s^-1
factor1,penultimate_hour,287.5,w_mean,-2.6850540280065616e-7,Face,m s^-1
factor1,penultimate_hour,300.0,w_mean,-2.0503389208670342e-7,Face,m s^-1
factor1,penultimate_hour,312.5,w_mean,-1.7382176764613178e-7,Face,m s^-1
factor1,penultimate_hour,325.0,w_mean,-1.8268900703333202e-7,Face,m s^-1
factor1,penultimate_hour,337.5,w_mean,-1.931166409008256e-7,Face,m s^-1
factor1,penultimate_hour,350.0,w_mean,-2.2535962784786534e-7,Face,m s^-1
factor1,penultimate_hour,362.5,w_mean,-2.2205721705859105e-7,Face,m s^-1
factor1,penultimate_hour,375.0,w_mean,-2.233833740206137e-7,Face,m s^-1
factor1,penultimate_hour,387.5,w_mean,-2.194070063410436e-7,Face,m s^-1
factor1,penultimate_hour,400.0,w_mean,0.0,Face,m s^-1
factor1,penultimate_hour,0.0,w_skewness_instantaneous_ratio,0.0,Face,1
factor1,penultimate_hour,12.5,w_skewness_instantaneous_ratio,-0.2938949763774872,Face,1
factor1,penultimate_hour,25.0,w_skewness_instantaneous_ratio,-0.0831747017800808,Face,1
factor1,penultimate_hour,37.5,w_skewness_instantaneous_ratio,-0.053943327628076077,Face,1
